request -> request: Probability = 0.99, Count = 5409
CreateVpnConnectionRouteResponse -> CreateVpnConnectionRouteResult: Probability = 0.50, Count = 1
_next -> next: Probability = 0.67, Count = 2
_next -> =: Probability = 0.33, Count = 1
dbSecurityGroupName -> dBSecurityGroupName: Probability = 1.00, Count = 8
_dbSecurityGroupName -> setDBSecurityGroupName: Probability = 1.00, Count = 4
DeleteDBSecurityGroupRequest -> DeleteDBSecurityGroupRequest: Probability = 1.00, Count = 2
name2 -> &: Probability = 0.10, Count = 1
name2 -> if: Probability = 0.20, Count = 2
name2 -> elseresult: Probability = 0.10, Count = 1
name2 -> name2: Probability = 0.50, Count = 5
name2 -> (: Probability = 0.10, Count = 1
name1 -> name1: Probability = 0.80, Count = 8
name1 -> if: Probability = 0.20, Count = 2
StringComparison -> result: Probability = 0.04, Count = 1
StringComparison -> elseresult: Probability = 0.04, Count = 1
StringComparison -> ?: Probability = 0.09, Count = 2
StringComparison -> o: Probability = 0.04, Count = 1
StringComparison -> ): Probability = 0.09, Count = 2
StringComparison -> Mode: Probability = 0.09, Count = 2
StringComparison -> other: Probability = 0.13, Count = 3
StringComparison -> .: Probability = 0.09, Count = 2
StringComparison -> (: Probability = 0.09, Count = 2
StringComparison -> {: Probability = 0.04, Count = 1
StringComparison -> ud: Probability = 0.04, Count = 1
StringComparison -> field: Probability = 0.04, Count = 1
StringComparison -> &: Probability = 0.04, Count = 1
StringComparison -> -: Probability = 0.04, Count = 1
StringComparison -> getNameText: Probability = 0.04, Count = 1
StringComparison -> ": Probability = 0.04, Count = 1
OrdinalIgnoreCase -> compareToIgnoreCase: Probability = 0.17, Count = 2
OrdinalIgnoreCase -> name: Probability = 0.25, Count = 3
OrdinalIgnoreCase -> format: Probability = 0.17, Count = 2
OrdinalIgnoreCase -> equalsIgnoreCase: Probability = 0.17, Count = 2
OrdinalIgnoreCase -> (: Probability = 0.08, Count = 1
OrdinalIgnoreCase -> ): Probability = 0.17, Count = 2
CurrentCulture -> VBA_PROJECT: Probability = 0.17, Count = 1
CurrentCulture -> phoneticText: Probability = 0.17, Count = 1
CurrentCulture -> getDefault: Probability = 0.67, Count = 4
VBA_PROJECT -> VBA_PROJECT: Probability = 1.00, Count = 1
_VBA_PROJECT -> _VBA_PROJECT: Probability = 1.00, Count = 1
__ -> (: Probability = 1.00, Count = 1
doubleCount -> doubleCount: Probability = 0.74, Count = 17
doubleCount -> ,: Probability = 0.09, Count = 2
doubleCount -> +: Probability = 0.09, Count = 2
doubleCount -> srcOffset: Probability = 0.04, Count = 1
doubleCount -> dstOffset: Probability = 0.04, Count = 1
DoubleBuffer -> DoubleBuffer: Probability = 0.97, Count = 31
DoubleBuffer -> otherBuffer: Probability = 0.03, Count = 1
checkOffsetAndCount -> checkOffsetAndCount: Probability = 1.00, Count = 25
Chars -> result: Probability = 0.15, Count = 2
Chars -> output: Probability = 0.15, Count = 2
Chars -> offset: Probability = 0.08, Count = 1
Chars -> prefix: Probability = 0.08, Count = 1
Chars -> chars: Probability = 0.23, Count = 3
Chars -> characters: Probability = 0.31, Count = 4
NO_OUTPUT -> NO_OUTPUT: Probability = 0.75, Count = 9
NO_OUTPUT -> return: Probability = 0.08, Count = 1
NO_OUTPUT -> =: Probability = 0.17, Count = 2
prefix -> CharsRef: Probability = 0.02, Count = 1
prefix -> prefix: Probability = 0.65, Count = 34
prefix -> length: Probability = 0.04, Count = 2
prefix -> chars: Probability = 0.06, Count = 3
prefix -> 0: Probability = 0.04, Count = 2
prefix -> arraycopy: Probability = 0.04, Count = 2
prefix -> assert: Probability = 0.04, Count = 2
prefix -> BytesRef: Probability = 0.02, Count = 1
prefix -> bytes: Probability = 0.06, Count = 3
prefix -> (: Probability = 0.02, Count = 1
prefix -> =: Probability = 0.02, Count = 1
UpdateProfileRequest -> UpdateProfileRequest: Probability = 1.00, Count = 1
UpdateProfileResponseUnmarshaller -> executeUpdateProfile: Probability = 1.00, Count = 1
UpdateProfileResponse -> UpdateProfileResult: Probability = 1.00, Count = 1
UpdateProfile -> updateProfile: Probability = 1.00, Count = 1
defaultFieldNames -> .: Probability = 0.50, Count = 1
defaultFieldNames -> =: Probability = 0.50, Count = 1
LikeThisQueryBuilder -> LikeThisQueryBuilder: Probability = 1.00, Count = 1
l -> l: Probability = 0.88, Count = 14
l -> ;: Probability = 0.06, Count = 1
l -> len: Probability = 0.06, Count = 1
m_type -> .: Probability = 0.20, Count = 1
m_type -> type: Probability = 0.60, Count = 3
m_type -> (: Probability = 0.20, Count = 1
indexed -> be: Probability = 0.50, Count = 2
indexed -> cannot: Probability = 0.25, Count = 1
indexed -> on: Probability = 0.25, Count = 1
FieldType -> IndexableFieldType: Probability = 0.50, Count = 3
FieldType -> FieldType: Probability = 0.50, Count = 3
m_name -> .: Probability = 0.25, Count = 1
m_name -> ;: Probability = 0.25, Count = 1
m_name -> this: Probability = 0.25, Count = 1
m_name -> name: Probability = 0.25, Count = 1
IsIndexed -> =: Probability = 0.14, Count = 1
IsIndexed -> indexOptions: Probability = 0.14, Count = 1
IsIndexed -> 1: Probability = 0.14, Count = 1
IsIndexed -> NONE: Probability = 0.14, Count = 1
IsIndexed -> pointIndexDimensionCount: Probability = 0.14, Count = 1
IsIndexed -> getAttributes: Probability = 0.14, Count = 1
IsIndexed -> !: Probability = 0.14, Count = 1
tme -> tme: Probability = 1.00, Count = 2
TopSrndQuery -> TopSrndQuery: Probability = 1.00, Count = 2
TokenMgrError -> TokenMgrError: Probability = 1.00, Count = 12
ReInit -> ReInit: Probability = 1.00, Count = 16
SrndQuery -> SrndQuery: Probability = 0.97, Count = 34
SrndQuery -> <: Probability = 0.03, Count = 1
StringReader -> StringReader: Probability = 1.00, Count = 2
Parse2 -> parse2: Probability = 1.00, Count = 1
ParseException -> ParseException: Probability = 0.69, Count = 20
ParseException -> return: Probability = 0.17, Count = 5
ParseException -> ;: Probability = 0.07, Count = 2
ParseException -> body: Probability = 0.03, Count = 1
ParseException -> parens: Probability = 0.03, Count = 1
DescribeConfigurationRequestMarshaller -> executeDescribeConfiguration: Probability = 1.00, Count = 1
DescribeConfigurationRequest -> DescribeConfigurationRequest: Probability = 1.00, Count = 1
DescribeConfigurationResponse -> executeDescribeConfiguration: Probability = 0.50, Count = 1
DescribeConfigurationResponse -> DescribeConfigurationResult: Probability = 0.50, Count = 1
DescribeConfigurationResponseUnmarshaller -> executeDescribeConfiguration: Probability = 1.00, Count = 1
DescribeConfiguration -> describeConfiguration: Probability = 1.00, Count = 1
GetErrorDisplay -> getErrorDisplay: Probability = 0.83, Count = 5
GetErrorDisplay -> append: Probability = 0.17, Count = 1
GetCharErrorDisplay -> getCharErrorDisplay: Probability = 1.00, Count = 1
DescribeHumanTaskUi -> DescribeHumanTaskUiResult: Probability = 0.50, Count = 1
DescribeHumanTaskUi -> describeHumanTaskUi: Probability = 0.50, Count = 1
DescribeHumanTaskUiRequest -> DescribeHumanTaskUiRequest: Probability = 1.00, Count = 1
DescribeHumanTaskUiResponse -> executeDescribeHumanTaskUi: Probability = 0.50, Count = 1
DescribeHumanTaskUiResponse -> DescribeHumanTaskUiResult: Probability = 0.50, Count = 1
DescribeHumanTaskUiResponseUnmarshaller -> executeDescribeHumanTaskUi: Probability = 1.00, Count = 1
RunAndMaybeStats -> runAndMaybeStats: Probability = 1.00, Count = 2
exhausted -> exhausted: Probability = 1.00, Count = 1
NoMoreDataException -> e: Probability = 1.00, Count = 1
UpdateExhausted -> updateExhausted: Probability = 1.00, Count = 1
letChildReport -> letChildReport: Probability = 0.83, Count = 5
letChildReport -> (: Probability = 0.17, Count = 1
task -> task: Probability = 0.92, Count = 12
task -> append: Probability = 0.08, Count = 1
Run -> run: Probability = 1.00, Count = 7
anyExhaustibleTasks -> anyExhaustibleTasks: Probability = 1.00, Count = 1
DescribeImagePermissions -> DescribeImagePermissionsResult: Probability = 0.50, Count = 1
DescribeImagePermissions -> describeImagePermissions: Probability = 0.50, Count = 1
DescribeImagePermissionsRequest -> DescribeImagePermissionsRequest: Probability = 1.00, Count = 1
DescribeImagePermissionsResponse -> executeDescribeImagePermissions: Probability = 0.50, Count = 1
DescribeImagePermissionsResponse -> DescribeImagePermissionsResult: Probability = 0.50, Count = 1
DescribeImagePermissionsResponseUnmarshaller -> executeDescribeImagePermissions: Probability = 1.00, Count = 1
MemberwiseClone -> clone: Probability = 1.00, Count = 1
numBlocks -> numBlocks: Probability = 0.29, Count = 2
numBlocks -> +: Probability = 0.14, Count = 1
numBlocks -> slop: Probability = 0.29, Count = 2
numBlocks -> outputs: Probability = 0.14, Count = 1
numBlocks -> IntsRefBuilder: Probability = 0.14, Count = 1
freeByteBlocks -> freeByteBlocks: Probability = 0.62, Count = 5
freeByteBlocks -> {: Probability = 0.12, Count = 1
freeByteBlocks -> (: Probability = 0.12, Count = 1
freeByteBlocks -> ;: Probability = 0.12, Count = 1
freeBlocks -> freeBlocks: Probability = 0.83, Count = 10
freeBlocks -> [: Probability = 0.08, Count = 1
freeBlocks -> ,: Probability = 0.08, Count = 1
newBlocks -> newBlocks: Probability = 0.33, Count = 1
newBlocks -> ,: Probability = 0.33, Count = 1
newBlocks -> =: Probability = 0.33, Count = 1
RecycleByteBlocks -> recycleByteBlocks: Probability = 1.00, Count = 4
AddAndGet -> .: Probability = 0.07, Count = 1
AddAndGet -> addAndGet: Probability = 0.93, Count = 14
NUM_BYTES_OBJECT_REF -> NUM_BYTES_OBJECT_REF: Probability = 0.65, Count = 11
NUM_BYTES_OBJECT_REF -> ): Probability = 0.06, Count = 1
NUM_BYTES_OBJECT_REF -> NUM_BYTES_OBJECT_HEADER: Probability = 0.24, Count = 4
NUM_BYTES_OBJECT_REF -> *: Probability = 0.06, Count = 1
maxBufferedBlocks -> maxBufferedBlocks: Probability = 1.00, Count = 5
lat -> lat: Probability = 1.00, Count = 1
MinX -> getMinX: Probability = 1.00, Count = 3
Geohash -> Geohash: Probability = 0.50, Count = 1
Geohash -> getGeohash: Probability = 0.50, Count = 1
only -> only: Probability = 0.80, Count = 8
only -> supports: Probability = 0.10, Count = 1
only -> Can: Probability = 0.10, Count = 1
Maxp -> getMaxLevelsPossible: Probability = 0.33, Count = 1
Maxp -> >: Probability = 0.33, Count = 1
Maxp -> MAXP: Probability = 0.33, Count = 1
bounds -> bounds: Probability = 0.89, Count = 17
bounds -> +: Probability = 0.05, Count = 1
bounds -> wbRecords: Probability = 0.05, Count = 1
supports -> supports: Probability = 0.50, Count = 1
supports -> indexes: Probability = 0.50, Count = 1
maxLevels -> maxLevels: Probability = 0.93, Count = 13
maxLevels -> |: Probability = 0.07, Count = 1
MaxLevelsPossible -> ): Probability = 0.33, Count = 1
MaxLevelsPossible -> .: Probability = 0.33, Count = 1
MaxLevelsPossible -> ,: Probability = 0.33, Count = 1
SpatialContext -> SpatialContext: Probability = 1.00, Count = 5
Got -> Got: Probability = 1.00, Count = 1
lon -> lon: Probability = 1.00, Count = 1
world -> world: Probability = 1.00, Count = 1
maxLen -> maxLevels: Probability = 0.33, Count = 1
maxLen -> maxLen: Probability = 0.67, Count = 2
180 -> 180: Probability = 0.50, Count = 1
180 -> 900: Probability = 0.50, Count = 1
WorldBounds -> getWorldBounds: Probability = 1.00, Count = 1
IRectangle -> Rectangle: Probability = 0.60, Count = 3
IRectangle -> bbox: Probability = 0.40, Count = 2
GeohashPrefixTree -> GeohashPrefixTree: Probability = 0.33, Count = 1
GeohashPrefixTree -> =: Probability = 0.33, Count = 1
GeohashPrefixTree -> .: Probability = 0.33, Count = 1
namenum -> namenum: Probability = 0.33, Count = 2
namenum -> nameIndex: Probability = 0.67, Count = 4
RemoveAt -> remove: Probability = 0.86, Count = 12
RemoveAt -> (: Probability = 0.07, Count = 1
RemoveAt -> getNameIndex: Probability = 0.07, Count = 1
RemoveName -> removeName: Probability = 1.00, Count = 9
CancelSpotFleetRequestsRequest -> CancelSpotFleetRequestsRequest: Probability = 1.00, Count = 1
CancelSpotFleetRequestsResponse -> executeCancelSpotFleetRequests: Probability = 0.50, Count = 1
CancelSpotFleetRequestsResponse -> CancelSpotFleetRequestsResult: Probability = 0.50, Count = 1
CancelSpotFleetRequestsResponseUnmarshaller -> executeCancelSpotFleetRequests: Probability = 1.00, Count = 1
CancelSpotFleetRequests -> cancelSpotFleetRequests: Probability = 1.00, Count = 1
GetIndustryInfoLineageList -> GetIndustryInfoLineageList: Probability = 1.00, Count = 1
GetIndustryInfoLineageListRequest -> GetIndustryInfoLineageListRequest: Probability = 1.00, Count = 1
minSize -> minSize: Probability = 0.97, Count = 56
minSize -> oversize: Probability = 0.03, Count = 2
likely -> likely: Probability = 1.00, Count = 12
Grow -> grow: Probability = 0.98, Count = 83
Grow -> T: Probability = 0.01, Count = 1
Grow -> float: Probability = 0.01, Count = 1
overflow -> integer: Probability = 0.75, Count = 15
overflow -> overflow: Probability = 0.05, Count = 1
overflow -> <: Probability = 0.05, Count = 1
overflow -> +: Probability = 0.05, Count = 1
overflow -> =: Probability = 0.05, Count = 1
overflow -> if: Probability = 0.05, Count = 1
SetResult -> setResult: Probability = 0.84, Count = 16
SetResult -> getNewSymref: Probability = 0.05, Count = 1
SetResult -> .: Probability = 0.05, Count = 1
SetResult -> ru: Probability = 0.05, Count = 1
byte3 -> final: Probability = 0.21, Count = 3
byte3 -> |: Probability = 0.21, Count = 3
byte3 -> blocks: Probability = 0.21, Count = 3
byte3 -> long: Probability = 0.29, Count = 4
byte3 -> int: Probability = 0.07, Count = 1
byte4 -> ;: Probability = 0.33, Count = 3
byte4 -> &: Probability = 0.33, Count = 3
byte4 -> long: Probability = 0.33, Count = 3
order_value -> order_value: Probability = 1.00, Count = 3
DeleteEventBusRequestMarshaller -> executeDeleteEventBus: Probability = 1.00, Count = 1
DeleteEventBusRequest -> DeleteEventBusRequest: Probability = 1.00, Count = 1
DeleteEventBusResponse -> executeDeleteEventBus: Probability = 0.50, Count = 1
DeleteEventBusResponse -> DeleteEventBusResult: Probability = 0.50, Count = 1
DeleteEventBus -> deleteEventBus: Probability = 1.00, Count = 1
array_1 -> array: Probability = 1.00, Count = 38
wrap -> wrap: Probability = 0.96, Count = 24
wrap -> .: Probability = 0.04, Count = 1
ReadWriteHeapByteBuffer -> ReadWriteHeapByteBuffer: Probability = 0.30, Count = 3
ReadWriteHeapByteBuffer -> (: Probability = 0.60, Count = 6
ReadWriteHeapByteBuffer -> ReadWriteDirectByteBuffer: Probability = 0.10, Count = 1
ApiVersion -> apiVersion: Probability = 1.00, Count = 1
private -> return: Probability = 1.00, Count = 3
SearchRequest -> SearchRequest: Probability = 1.00, Count = 1
SearchResponse -> executeSearch: Probability = 0.50, Count = 1
SearchResponse -> SearchResult: Probability = 0.50, Count = 1
SearchResponseUnmarshaller -> executeSearch: Probability = 1.00, Count = 1
Search -> search: Probability = 1.00, Count = 1
remote -> remote: Probability = 1.00, Count = 5
SetRemote -> setRemote: Probability = 1.00, Count = 1
AcceptReservedInstancesExchangeQuoteRequest -> AcceptReservedInstancesExchangeQuoteRequest: Probability = 1.00, Count = 1
AcceptReservedInstancesExchangeQuoteResponse -> executeAcceptReservedInstancesExchangeQuote: Probability = 0.50, Count = 1
AcceptReservedInstancesExchangeQuoteResponse -> AcceptReservedInstancesExchangeQuoteResult: Probability = 0.50, Count = 1
AcceptReservedInstancesExchangeQuoteResponseUnmarshaller -> executeAcceptReservedInstancesExchangeQuote: Probability = 1.00, Count = 1
AcceptReservedInstancesExchangeQuote -> acceptReservedInstancesExchangeQuote: Probability = 1.00, Count = 1
GetAuthorizationTokenRequestMarshaller -> beforeClientExecution: Probability = 0.50, Count = 1
GetAuthorizationTokenRequestMarshaller -> executeGetAuthorizationToken: Probability = 0.50, Count = 1
GetAuthorizationTokenRequest -> GetAuthorizationTokenRequest: Probability = 1.00, Count = 1
GetAuthorizationTokenResponse -> executeGetAuthorizationToken: Probability = 0.50, Count = 1
GetAuthorizationTokenResponse -> GetAuthorizationTokenResult: Probability = 0.50, Count = 1
GetAuthorizationTokenResponseUnmarshaller -> executeGetAuthorizationToken: Probability = 1.00, Count = 1
GetAuthorizationToken -> getAuthorizationToken: Probability = 1.00, Count = 1
InitCommand -> InitCommand: Probability = 1.00, Count = 3
atLeastTwoFiltersNeeded -> atLeastTwoFiltersNeeded: Probability = 1.00, Count = 8
parent -> parent: Probability = 0.97, Count = 36
parent -> null: Probability = 0.03, Count = 1
payloads -> payloads: Probability = 0.71, Count = 10
payloads -> positions: Probability = 0.07, Count = 1
payloads -> this: Probability = 0.14, Count = 2
payloads -> 0: Probability = 0.07, Count = 1
parents -> parents: Probability = 0.67, Count = 12
parents -> calculateHashCode: Probability = 0.06, Count = 1
parents -> 0: Probability = 0.06, Count = 1
parents -> length: Probability = 0.06, Count = 1
parents -> (: Probability = 0.06, Count = 1
parents -> .: Probability = 0.06, Count = 1
parents -> =: Probability = 0.06, Count = 1
EMPTY_RETURN_STATE -> EMPTY_RETURN_STATE: Probability = 1.00, Count = 5
SingletonPredictionContext -> SingletonPredictionContext: Probability = 0.50, Count = 3
SingletonPredictionContext -> instanceof: Probability = 0.17, Count = 1
SingletonPredictionContext -> (: Probability = 0.17, Count = 1
SingletonPredictionContext -> }: Probability = 0.17, Count = 1
joined -> joined: Probability = 1.00, Count = 4
ArrayPredictionContext -> ArrayPredictionContext: Probability = 0.50, Count = 3
ArrayPredictionContext -> }: Probability = 0.17, Count = 1
ArrayPredictionContext -> (: Probability = 0.17, Count = 1
ArrayPredictionContext -> instanceof: Probability = 0.17, Count = 1
MergeRoot -> mergeRoot: Probability = 1.00, Count = 1
returnState -> returnState: Probability = 0.80, Count = 8
returnState -> String: Probability = 0.10, Count = 1
returnState -> parent: Probability = 0.10, Count = 1
rootIsWildcard -> rootIsWildcard: Probability = 1.00, Count = 2
ListTerminologiesRequestMarshaller -> executeListTerminologies: Probability = 1.00, Count = 1
ListTerminologiesRequest -> ListTerminologiesRequest: Probability = 1.00, Count = 1
ListTerminologiesResponse -> executeListTerminologies: Probability = 0.50, Count = 1
ListTerminologiesResponse -> ListTerminologiesResult: Probability = 0.50, Count = 1
ListTerminologiesResponseUnmarshaller -> executeListTerminologies: Probability = 1.00, Count = 1
ListTerminologies -> listTerminologies: Probability = 1.00, Count = 1
ModifyInstanceGroupsRequest -> ModifyInstanceGroupsRequest: Probability = 1.00, Count = 2
InstanceGroupModifyConfig -> >: Probability = 0.50, Count = 1
InstanceGroupModifyConfig -> InstanceGroupModifyConfig: Probability = 0.50, Count = 1
_instanceGroups -> >: Probability = 0.50, Count = 1
_instanceGroups -> String: Probability = 0.50, Count = 1
instanceGroups -> ): Probability = 1.00, Count = 4
statsBlock -> ): Probability = 1.00, Count = 1
RemoveTagsFromStreamRequest -> RemoveTagsFromStreamRequest: Probability = 1.00, Count = 1
RemoveTagsFromStreamResponse -> executeRemoveTagsFromStream: Probability = 0.50, Count = 1
RemoveTagsFromStreamResponse -> RemoveTagsFromStreamResult: Probability = 0.50, Count = 1
RemoveTagsFromStreamResponseUnmarshaller -> executeRemoveTagsFromStream: Probability = 1.00, Count = 1
RemoveTagsFromStream -> removeTagsFromStream: Probability = 1.00, Count = 1
writeChar -> writeChar: Probability = 1.00, Count = 2
commitUserData -> commitUserData: Probability = 0.75, Count = 3
commitUserData -> split: Probability = 0.25, Count = 1
ModifyOptionGroupRequestMarshaller -> executeModifyOptionGroup: Probability = 1.00, Count = 1
ModifyOptionGroup -> ModifyOptionGroupRequest: Probability = 0.50, Count = 1
ModifyOptionGroup -> modifyOptionGroup: Probability = 0.50, Count = 1
ModifyOptionGroupRequest -> ModifyOptionGroupRequest: Probability = 1.00, Count = 1
ModifyOptionGroupResponse -> executeModifyOptionGroup: Probability = 0.33, Count = 1
ModifyOptionGroupResponse -> modifyOptionGroup: Probability = 0.33, Count = 1
ModifyOptionGroupResponse -> OptionGroup: Probability = 0.33, Count = 1
ModifyOptionGroupResponseUnmarshaller -> executeModifyOptionGroup: Probability = 1.00, Count = 1
CreateCommentRequest -> CreateCommentRequest: Probability = 1.00, Count = 1
CreateCommentResponseUnmarshaller -> executeCreateComment: Probability = 1.00, Count = 1
CreateCommentResponse -> CreateCommentResult: Probability = 1.00, Count = 1
CreateComment -> createComment: Probability = 1.00, Count = 3
userData -> userData: Probability = 0.67, Count = 2
userData -> commit: Probability = 0.33, Count = 1
SearchAvailablePhoneNumbers -> SearchAvailablePhoneNumbersResult: Probability = 0.50, Count = 1
SearchAvailablePhoneNumbers -> searchAvailablePhoneNumbers: Probability = 0.50, Count = 1
SearchAvailablePhoneNumbersRequest -> SearchAvailablePhoneNumbersRequest: Probability = 1.00, Count = 1
SearchAvailablePhoneNumbersResponse -> executeSearchAvailablePhoneNumbers: Probability = 0.50, Count = 1
SearchAvailablePhoneNumbersResponse -> SearchAvailablePhoneNumbersResult: Probability = 0.50, Count = 1
SearchAvailablePhoneNumbersResponseUnmarshaller -> executeSearchAvailablePhoneNumbers: Probability = 1.00, Count = 1
match -> match: Probability = 0.71, Count = 10
match -> (: Probability = 0.07, Count = 1
match -> ParseTreeMatch: Probability = 0.07, Count = 1
match -> .: Probability = 0.07, Count = 1
match -> if: Probability = 0.07, Count = 1
m_match -> match: Probability = 1.00, Count = 2
SpanPositionCheckQuery -> SpanPositionCheckQuery: Probability = 1.00, Count = 1
SpanQuery -> SpanQuery: Probability = 1.00, Count = 9
toBeRemoved -> toBeRemoved: Probability = 1.00, Count = 2
RemoveChildRecord -> removeChildRecord: Probability = 1.00, Count = 3
putLong -> putLong: Probability = 1.00, Count = 9
newElements -> .: Probability = 0.09, Count = 3
newElements -> (: Probability = 0.12, Count = 4
newElements -> newElements: Probability = 0.30, Count = 10
newElements -> ;: Probability = 0.09, Count = 3
newElements -> synchronized: Probability = 0.09, Count = 3
newElements -> elements: Probability = 0.06, Count = 2
newElements -> {: Probability = 0.06, Count = 2
newElements -> ,: Probability = 0.06, Count = 2
newElements -> ): Probability = 0.03, Count = 1
newElements -> =: Probability = 0.03, Count = 1
newElements -> E: Probability = 0.06, Count = 2
RevTree -> RevTree: Probability = 0.80, Count = 8
RevTree -> RevBlob: Probability = 0.10, Count = 1
RevTree -> ;: Probability = 0.10, Count = 1
objects -> objects: Probability = 0.87, Count = 13
objects -> File: Probability = 0.07, Count = 1
objects -> (: Probability = 0.07, Count = 1
LookupTree -> lookupTree: Probability = 1.00, Count = 1
func -> equals: Probability = 0.04, Count = 1
func -> ;: Probability = 0.04, Count = 1
func -> func: Probability = 0.78, Count = 18
func -> (: Probability = 0.09, Count = 2
func -> =: Probability = 0.04, Count = 1
FunctionQuery -> (: Probability = 0.50, Count = 1
FunctionQuery -> FunctionQuery: Probability = 0.50, Count = 1
oldUrl -> equals: Probability = 0.17, Count = 1
oldUrl -> oldUrl: Probability = 0.83, Count = 5
ChangeExternalReference -> changeExternalReference: Probability = 1.00, Count = 5
IsExternalReferences -> externalRecord: Probability = 0.25, Count = 1
IsExternalReferences -> isExternalReferences: Probability = 0.50, Count = 2
IsExternalReferences -> ): Probability = 0.25, Count = 1
externalRecord -> &: Probability = 0.25, Count = 1
externalRecord -> {: Probability = 0.25, Count = 1
externalRecord -> if: Probability = 0.25, Count = 1
externalRecord -> ): Probability = 0.25, Count = 1
newUrl -> newUrl: Probability = 0.83, Count = 5
newUrl -> .: Probability = 0.17, Count = 1
URL -> &: Probability = 0.33, Count = 1
URL -> ): Probability = 0.67, Count = 2
ExternalBookBlock -> ExternalBookBlock: Probability = 1.00, Count = 9
PID_LASTPRINTED -> PID_LASTPRINTED: Probability = 1.00, Count = 1
RemoveLastPrinted -> removeLastPrinted: Probability = 1.00, Count = 1
MergeCommand -> MergeCommand: Probability = 1.00, Count = 2
endB -> endB: Probability = 0.88, Count = 7
endB -> beginB: Probability = 0.12, Count = 1
beginA -> beginA: Probability = 0.89, Count = 8
beginA -> o: Probability = 0.11, Count = 1
endA -> endA: Probability = 0.88, Count = 7
endA -> beginA: Probability = 0.12, Count = 1
region -> region: Probability = 0.74, Count = 17
region -> getLastColumn: Probability = 0.04, Count = 1
region -> r: Probability = 0.04, Count = 1
region -> getFirstRow: Probability = 0.04, Count = 1
region -> getLastRow: Probability = 0.04, Count = 1
region -> getFirstColumn: Probability = 0.04, Count = 1
region -> subTo: Probability = 0.04, Count = 1
nItems -> nItems: Probability = 0.89, Count = 17
nItems -> <: Probability = 0.05, Count = 1
nItems -> [: Probability = 0.05, Count = 1
signed -> signed: Probability = 1.00, Count = 4
TagCommand -> TagCommand: Probability = 1.00, Count = 8
SetSigned -> setSigned: Probability = 1.00, Count = 1
DescribeReservedInstancesListingsRequest -> DescribeReservedInstancesListingsRequest: Probability = 1.00, Count = 2
DescribeReservedInstancesListingsResponse -> executeDescribeReservedInstancesListings: Probability = 0.33, Count = 1
DescribeReservedInstancesListingsResponse -> DescribeReservedInstancesListingsResult: Probability = 0.67, Count = 2
DescribeReservedInstancesListingsResponseUnmarshaller -> executeDescribeReservedInstancesListings: Probability = 1.00, Count = 1
DescribeReservedInstancesListings -> describeReservedInstancesListings: Probability = 1.00, Count = 3
GetRef -> getRef: Probability = 0.46, Count = 6
GetRef -> exactRef: Probability = 0.15, Count = 2
GetRef -> findRef: Probability = 0.15, Count = 2
GetRef -> Ref: Probability = 0.08, Count = 1
GetRef -> =: Probability = 0.08, Count = 1
GetRef -> nameOrSpec: Probability = 0.08, Count = 1
holder -> holder: Probability = 1.00, Count = 24
IsAllSet -> isAllSet: Probability = 1.00, Count = 1
GetEncodedSize -> getEncodedSize: Probability = 0.88, Count = 7
GetEncodedSize -> .: Probability = 0.12, Count = 1
HasMultibyte -> hasMultibyte: Probability = 1.00, Count = 9
needsInputCleaning -> needsInputCleaning: Probability = 1.00, Count = 1
cleaned -> cleaned: Probability = 1.00, Count = 2
stems -> .: Probability = 0.50, Count = 2
stems -> list: Probability = 0.25, Count = 1
stems -> ;: Probability = 0.25, Count = 1
scratchSegment -> scratchSegment: Probability = 1.00, Count = 3
word -> (: Probability = 0.12, Count = 2
word -> word: Probability = 0.35, Count = 6
word -> ): Probability = 0.35, Count = 6
word -> terms: Probability = 0.06, Count = 1
word -> buffer: Probability = 0.06, Count = 1
word -> ;: Probability = 0.06, Count = 1
segment -> segment: Probability = 0.75, Count = 3
segment -> least: Probability = 0.25, Count = 1
scratchBuffer -> scratchBuffer: Probability = 1.00, Count = 4
CleanInput -> cleanInput: Probability = 1.00, Count = 1
LookupWord -> {: Probability = 1.00, Count = 1
NewStem -> (: Probability = 1.00, Count = 1
rr -> rr: Probability = 0.83, Count = 5
rr -> ): Probability = 0.17, Count = 1
CreateConditionalFormattingRule -> createConditionalFormattingRule: Probability = 1.00, Count = 1
_sheet -> _sheet: Probability = 0.71, Count = 5
_sheet -> hrow: Probability = 0.14, Count = 1
_sheet -> not: Probability = 0.14, Count = 1
CFRuleRecord -> CFRuleRecord: Probability = 0.47, Count = 7
CFRuleRecord -> =: Probability = 0.13, Count = 2
CFRuleRecord -> ): Probability = 0.13, Count = 2
CFRuleRecord -> rules: Probability = 0.07, Count = 1
CFRuleRecord -> CFRuleBase: Probability = 0.13, Count = 2
CFRuleRecord -> rule: Probability = 0.07, Count = 1
formula -> formula: Probability = 0.88, Count = 21
formula -> -: Probability = 0.04, Count = 1
formula -> for: Probability = 0.04, Count = 1
formula -> Too: Probability = 0.04, Count = 1
IConditionalFormattingRule -> HSSFConditionalFormattingRule: Probability = 0.56, Count = 5
IConditionalFormattingRule -> ConditionalFormattingRule: Probability = 0.44, Count = 4
HSSFConditionalFormattingRule -> HSSFConditionalFormattingRule: Probability = 0.82, Count = 18
HSSFConditionalFormattingRule -> ConditionalFormattingRule: Probability = 0.14, Count = 3
