{ -> data: Probability = 0.00, Count = 1
scale_host -> scale_dev: Probability = 1.00, Count = 1
} -> return: Probability = 0.01, Count = 1
} -> ;: Probability = 0.10, Count = 11
} -> }: Probability = 0.58, Count = 62
} -> else: Probability = 0.03, Count = 3
} -> =: Probability = 0.01, Count = 1
} -> ]: Probability = 0.03, Count = 3
} -> c: Probability = 0.02, Count = 2
} -> row: Probability = 0.01, Count = 1
} -> [: Probability = 0.04, Count = 4
} -> d_P: Probability = 0.01, Count = 1
} -> Pvalue: Probability = 0.01, Count = 1
} -> dev_c: Probability = 0.01, Count = 1
} -> dev_b: Probability = 0.01, Count = 1
} -> output: Probability = 0.01, Count = 1
} -> double: Probability = 0.01, Count = 1
} -> buf: Probability = 0.01, Count = 1
} -> cols: Probability = 0.01, Count = 1
} -> -: Probability = 0.01, Count = 1
} -> ): Probability = 0.02, Count = 2
} -> currentFrame: Probability = 0.01, Count = 1
} -> (: Probability = 0.02, Count = 2
} -> sum: Probability = 0.01, Count = 1
} -> imagPart: Probability = 0.01, Count = 1
} -> while: Probability = 0.01, Count = 1
} -> +: Probability = 0.01, Count = 1
} -> if: Probability = 0.01, Count = 1
return -> ;: Probability = 0.29, Count = 2
return -> scale: Probability = 0.14, Count = 1
return -> size2d: Probability = 0.29, Count = 2
return -> size3d: Probability = 0.29, Count = 2
alpha -> alpha: Probability = 0.58, Count = 7
alpha -> ;: Probability = 0.17, Count = 2
alpha -> *: Probability = 0.08, Count = 1
alpha -> }: Probability = 0.08, Count = 1
alpha -> element_c: Probability = 0.08, Count = 1
allAddInplace_cpu -> __global__: Probability = 0.50, Count = 1
allAddInplace_cpu -> allAddInplaceKernel: Probability = 0.50, Count = 1
arr -> arr: Probability = 0.50, Count = 1
arr -> [: Probability = 0.50, Count = 1
val -> val: Probability = 0.22, Count = 2
val -> >: Probability = 0.11, Count = 1
val -> :: Probability = 0.11, Count = 1
val -> =: Probability = 0.22, Count = 2
val -> /: Probability = 0.11, Count = 1
val -> ;: Probability = 0.11, Count = 1
val -> *: Probability = 0.11, Count = 1
index -> index: Probability = 0.62, Count = 49
index -> ]: Probability = 0.27, Count = 21
index -> %: Probability = 0.04, Count = 3
index -> /: Probability = 0.04, Count = 3
index -> int: Probability = 0.01, Count = 1
index -> [: Probability = 0.01, Count = 1
index -> =: Probability = 0.01, Count = 1
memsetCpuInt -> memsetCudaInt: Probability = 1.00, Count = 1
f3 -> f3: Probability = 1.00, Count = 2
initialArray0_cpu -> __global__: Probability = 0.50, Count = 1
initialArray0_cpu -> initialArray0: Probability = 0.50, Count = 1
tasks -> tasks: Probability = 1.00, Count = 2
0 -> 0: Probability = 0.34, Count = 85
0 -> ]: Probability = 0.03, Count = 8
0 -> ): Probability = 0.06, Count = 16
0 -> .: Probability = 0.10, Count = 24
0 -> ;: Probability = 0.10, Count = 25
0 -> means: Probability = 0.00, Count = 1
0 -> else: Probability = 0.00, Count = 1
0 -> ?: Probability = 0.00, Count = 1
0 -> =: Probability = 0.05, Count = 12
0 -> srcData: Probability = 0.00, Count = 1
0 -> 1: Probability = 0.01, Count = 2
0 -> +: Probability = 0.01, Count = 3
0 -> *: Probability = 0.02, Count = 6
0 -> k: Probability = 0.01, Count = 3
0 -> for: Probability = 0.01, Count = 2
0 -> {: Probability = 0.01, Count = 3
0 -> :: Probability = 0.02, Count = 4
0 -> pixelNum: Probability = 0.00, Count = 1
0 -> <: Probability = 0.02, Count = 4
0 -> 0f: Probability = 0.01, Count = 2
0 -> (: Probability = 0.01, Count = 3
0 -> j: Probability = 0.00, Count = 1
0 -> int: Probability = 0.01, Count = 2
0 -> column: Probability = 0.00, Count = 1
0 -> i: Probability = 0.01, Count = 3
0 -> x: Probability = 0.01, Count = 2
0 -> |: Probability = 0.00, Count = 1
0 -> &: Probability = 0.01, Count = 3
0 -> z: Probability = 0.03, Count = 8
0 -> /: Probability = 0.00, Count = 1
0 -> ptr_src_0: Probability = 0.00, Count = 1
0 -> eachElement: Probability = 0.00, Count = 1
0 -> f: Probability = 0.01, Count = 2
0 -> stdvLogNormalFrame: Probability = 0.00, Count = 1
0 -> sum: Probability = 0.00, Count = 1
0 -> C: Probability = 0.00, Count = 1
0 -> h: Probability = 0.00, Count = 1
0 -> K: Probability = 0.00, Count = 1
0 -> c: Probability = 0.00, Count = 1
0 -> gpu_img_out_y: Probability = 0.00, Count = 1
0 -> blockIdx: Probability = 0.00, Count = 1
0 -> id: Probability = 0.01, Count = 2
0 -> >: Probability = 0.00, Count = 1
0 -> const: Probability = 0.00, Count = 1
0 -> w_col_start: Probability = 0.00, Count = 1
0 -> %: Probability = 0.00, Count = 1
0 -> 5: Probability = 0.01, Count = 2
0 -> [: Probability = 0.00, Count = 1
0 -> row: Probability = 0.00, Count = 1
a -> [: Probability = 0.23, Count = 11
a -> arrayA: Probability = 0.02, Count = 1
a -> a: Probability = 0.54, Count = 26
a -> x: Probability = 0.02, Count = 1
a -> *: Probability = 0.04, Count = 2
a -> i: Probability = 0.04, Count = 2
a -> a_in: Probability = 0.04, Count = 2
a -> jj: Probability = 0.04, Count = 2
a -> =: Probability = 0.02, Count = 1
c -> [: Probability = 0.12, Count = 11
c -> c: Probability = 0.58, Count = 55
c -> =: Probability = 0.03, Count = 3
c -> i: Probability = 0.02, Count = 2
c -> c_in: Probability = 0.01, Count = 1
c -> +: Probability = 0.03, Count = 3
c -> k: Probability = 0.01, Count = 1
c -> ;: Probability = 0.01, Count = 1
c -> ,: Probability = 0.01, Count = 1
c -> {: Probability = 0.01, Count = 1
c -> x: Probability = 0.02, Count = 2
c -> for: Probability = 0.01, Count = 1
c -> index: Probability = 0.02, Count = 2
c -> ksize: Probability = 0.02, Count = 2
c -> h: Probability = 0.01, Count = 1
c -> w: Probability = 0.01, Count = 1
c -> int: Probability = 0.01, Count = 1
c -> r: Probability = 0.03, Count = 3
c -> >: Probability = 0.01, Count = 1
c -> width: Probability = 0.01, Count = 1
c -> (: Probability = 0.01, Count = 1
add_vector_cpu -> __global__: Probability = 0.50, Count = 1
add_vector_cpu -> VectorAdd: Probability = 0.50, Count = 1
b -> [: Probability = 0.13, Count = 9
b -> arrayB: Probability = 0.01, Count = 1
b -> b: Probability = 0.45, Count = 32
b -> i: Probability = 0.04, Count = 3
b -> =: Probability = 0.08, Count = 6
b -> b_in: Probability = 0.01, Count = 1
b -> j: Probability = 0.01, Count = 1
b -> *: Probability = 0.06, Count = 4
b -> ;: Probability = 0.03, Count = 2
b -> +: Probability = 0.03, Count = 2
b -> ns: Probability = 0.04, Count = 3
b -> nz: Probability = 0.01, Count = 1
b -> int: Probability = 0.04, Count = 3
b -> ): Probability = 0.03, Count = 2
b -> 1: Probability = 0.01, Count = 1
size -> output: Probability = 0.02, Count = 1
size -> size: Probability = 0.59, Count = 24
size -> blockIdx: Probability = 0.05, Count = 2
size -> =: Probability = 0.07, Count = 3
size -> ]: Probability = 0.05, Count = 2
size -> ;: Probability = 0.02, Count = 1
size -> idx: Probability = 0.02, Count = 1
size -> [: Probability = 0.05, Count = 2
size -> C: Probability = 0.02, Count = 1
size -> {: Probability = 0.02, Count = 1
size -> for: Probability = 0.02, Count = 1
size -> +: Probability = 0.02, Count = 1
size -> numNodes: Probability = 0.02, Count = 1
test_cpu -> __global__: Probability = 0.50, Count = 1
test_cpu -> test: Probability = 0.50, Count = 1
if -> if: Probability = 0.41, Count = 23
if -> (: Probability = 0.25, Count = 14
if -> counts: Probability = 0.02, Count = 1
if -> ): Probability = 0.09, Count = 5
if -> p: Probability = 0.02, Count = 1
if -> col: Probability = 0.02, Count = 1
if -> [: Probability = 0.02, Count = 1
if -> d: Probability = 0.02, Count = 1
if -> ]: Probability = 0.04, Count = 2
if -> >: Probability = 0.02, Count = 1
if -> +: Probability = 0.05, Count = 3
if -> return: Probability = 0.04, Count = 2
if -> min: Probability = 0.02, Count = 1
input -> input: Probability = 0.57, Count = 12
input -> [: Probability = 0.33, Count = 7
input -> ]: Probability = 0.05, Count = 1
input -> +: Probability = 0.05, Count = 1
dims -> dims: Probability = 0.77, Count = 33
dims -> =: Probability = 0.19, Count = 8
dims -> 4: Probability = 0.05, Count = 2
const -> const: Probability = 0.89, Count = 134
const -> unsigned: Probability = 0.04, Count = 6
const -> float: Probability = 0.03, Count = 5
const -> ;: Probability = 0.01, Count = 1
const -> int: Probability = 0.01, Count = 2
const -> =: Probability = 0.01, Count = 1
const -> -: Probability = 0.01, Count = 1
offsets -> [: Probability = 0.50, Count = 1
offsets -> offsets: Probability = 0.50, Count = 1
nrows -> nrows: Probability = 0.50, Count = 1
nrows -> ;: Probability = 0.50, Count = 1
ncols -> ncols: Probability = 1.00, Count = 1
set_sorting_offset -> set_sorting_offset: Probability = 1.00, Count = 1
t_id -> ]: Probability = 0.60, Count = 3
t_id -> t_id: Probability = 0.40, Count = 2
dot_cpu -> dotKernel: Probability = 0.50, Count = 1
dot_cpu -> dot_kernel: Probability = 0.50, Count = 1
matDiagAddInplace_cpu -> __global__: Probability = 0.50, Count = 1
matDiagAddInplace_cpu -> matDiagAddInplaceKernel: Probability = 0.50, Count = 1
dim -> dim: Probability = 0.64, Count = 7
dim -> +: Probability = 0.27, Count = 3
dim -> j: Probability = 0.09, Count = 1
mat -> mat: Probability = 0.38, Count = 5
mat -> [: Probability = 0.62, Count = 8
u -> u: Probability = 0.76, Count = 19
u -> (: Probability = 0.08, Count = 2
u -> uidx: Probability = 0.08, Count = 2
u -> n: Probability = 0.08, Count = 2
r -> r: Probability = 0.67, Count = 22
r -> r_sum: Probability = 0.03, Count = 1
r -> 0: Probability = 0.03, Count = 1
r -> =: Probability = 0.09, Count = 3
r -> ): Probability = 0.03, Count = 1
r -> +: Probability = 0.09, Count = 3
r -> -: Probability = 0.03, Count = 1
r -> step: Probability = 0.03, Count = 1
L -> L: Probability = 0.83, Count = 5
L -> }: Probability = 0.17, Count = 1
cpuAddCorrAndCorrection -> cudaAddCorrAndCorrection: Probability = 1.00, Count = 1
- -> -: Probability = 0.38, Count = 63
- -> vec_out: Probability = 0.01, Count = 1
- -> b: Probability = 0.01, Count = 1
- -> x: Probability = 0.01, Count = 1
- -> =: Probability = 0.03, Count = 5
- -> 2: Probability = 0.01, Count = 2
- -> 1: Probability = 0.09, Count = 15
- -> d_acts: Probability = 0.01, Count = 1
- -> pred: Probability = 0.01, Count = 1
- -> pixelNum: Probability = 0.01, Count = 1
- -> size: Probability = 0.01, Count = 1
- -> /: Probability = 0.01, Count = 1
- -> clamp_min: Probability = 0.01, Count = 1
- -> clamp_max: Probability = 0.01, Count = 1
- -> LW: Probability = 0.01, Count = 1
- -> NJ: Probability = 0.01, Count = 1
- -> LS: Probability = 0.01, Count = 1
- -> (: Probability = 0.04, Count = 6
- -> idx: Probability = 0.01, Count = 1
- -> ): Probability = 0.02, Count = 4
- -> &: Probability = 0.03, Count = 5
- -> <: Probability = 0.01, Count = 1
- -> pos: Probability = 0.01, Count = 1
- -> nx: Probability = 0.01, Count = 1
- -> 4: Probability = 0.01, Count = 1
- -> i: Probability = 0.01, Count = 2
- -> UN: Probability = 0.01, Count = 1
- -> UE: Probability = 0.01, Count = 1
- -> MASK_RADIUS: Probability = 0.01, Count = 1
- -> maximum: Probability = 0.01, Count = 1
- -> ]: Probability = 0.01, Count = 1
- -> spatial: Probability = 0.01, Count = 1
- -> +: Probability = 0.04, Count = 6
- -> d_indptr: Probability = 0.01, Count = 1
- -> median: Probability = 0.01, Count = 1
- -> MeanLogNormalFrame: Probability = 0.01, Count = 1
- -> ;: Probability = 0.02, Count = 4
- -> [: Probability = 0.01, Count = 2
- -> .: Probability = 0.01, Count = 2
- -> 0: Probability = 0.02, Count = 4
- -> stride: Probability = 0.01, Count = 2
- -> 0f: Probability = 0.01, Count = 1
- -> delta: Probability = 0.01, Count = 2
- -> width: Probability = 0.01, Count = 1
- -> y2: Probability = 0.01, Count = 1
- -> j: Probability = 0.03, Count = 5
- -> *: Probability = 0.01, Count = 2
- -> w: Probability = 0.01, Count = 2
- -> 128: Probability = 0.02, Count = 4
- -> 344: Probability = 0.01, Count = 1
ALPHA -> ;: Probability = 0.33, Count = 2
ALPHA -> ALPHA: Probability = 0.50, Count = 3
ALPHA -> ): Probability = 0.17, Count = 1
INCX -> INCX: Probability = 0.26, Count = 6
INCX -> ]: Probability = 0.43, Count = 10
INCX -> OFFX: Probability = 0.04, Count = 1
INCX -> =: Probability = 0.04, Count = 1
INCX -> blockIdx: Probability = 0.09, Count = 2
INCX -> float: Probability = 0.04, Count = 1
INCX -> batch: Probability = 0.04, Count = 1
INCX -> output: Probability = 0.04, Count = 1
fill_cpu -> fill_kernel: Probability = 1.00, Count = 1
X -> X: Probability = 0.30, Count = 7
X -> [: Probability = 0.48, Count = 11
X -> a: Probability = 0.04, Count = 1
X -> i: Probability = 0.04, Count = 1
X -> ]: Probability = 0.04, Count = 1
X -> x: Probability = 0.04, Count = 1
X -> ,: Probability = 0.04, Count = 1
scal_cpu -> scal_kernel: Probability = 1.00, Count = 1
conv_length -> conv_length: Probability = 1.00, Count = 2
% -> %: Probability = 0.57, Count = 17
% -> 2: Probability = 0.03, Count = 1
% -> n: Probability = 0.10, Count = 3
% -> totalPixels: Probability = 0.03, Count = 1
% -> ;: Probability = 0.07, Count = 2
% -> minh: Probability = 0.03, Count = 1
% -> 0: Probability = 0.03, Count = 1
% -> const: Probability = 0.07, Count = 2
% -> ): Probability = 0.03, Count = 1
% -> <: Probability = 0.03, Count = 1
PSIfill_cpu -> __global__: Probability = 0.50, Count = 1
PSIfill_cpu -> PSIfill: Probability = 0.50, Count = 1
host_add -> gpu_add: Probability = 1.00, Count = 2
k -> ]: Probability = 0.11, Count = 9
k -> j: Probability = 0.04, Count = 3
k -> k: Probability = 0.22, Count = 18
k -> width: Probability = 0.01, Count = 1
k -> +: Probability = 0.12, Count = 10
k -> *: Probability = 0.13, Count = 11
k -> 0: Probability = 0.01, Count = 1
k -> ;: Probability = 0.05, Count = 4
k -> =: Probability = 0.08, Count = 7
k -> <: Probability = 0.06, Count = 5
k -> nx: Probability = 0.01, Count = 1
k -> ): Probability = 0.02, Count = 2
k -> size_block: Probability = 0.01, Count = 1
k -> -: Probability = 0.01, Count = 1
k -> if: Probability = 0.01, Count = 1
k -> colsA: Probability = 0.01, Count = 1
k -> {: Probability = 0.01, Count = 1
k -> ,: Probability = 0.01, Count = 1
k -> float: Probability = 0.01, Count = 1
k -> b: Probability = 0.01, Count = 1
k -> i: Probability = 0.01, Count = 1
k -> c1: Probability = 0.01, Count = 1
k -> int: Probability = 0.01, Count = 1
value -> ;: Probability = 0.50, Count = 3
value -> value: Probability = 0.33, Count = 2
value -> size: Probability = 0.17, Count = 1
mul_Scalar_matrix -> mul_Scalar_matrix: Probability = 1.00, Count = 1
num -> num: Probability = 0.80, Count = 4
num -> =: Probability = 0.20, Count = 1
initWith_cpu -> __global__: Probability = 0.50, Count = 1
initWith_cpu -> initWith: Probability = 0.50, Count = 1
long -> long: Probability = 0.65, Count = 37
long -> return: Probability = 0.02, Count = 1
long -> ;: Probability = 0.09, Count = 5
long -> int: Probability = 0.07, Count = 4
long -> unsigned: Probability = 0.04, Count = 2
long -> depth: Probability = 0.04, Count = 2
long -> cols: Probability = 0.04, Count = 2
long -> =: Probability = 0.04, Count = 2
long -> z: Probability = 0.04, Count = 2
zeroIndices_cpu -> __global__: Probability = 0.50, Count = 1
zeroIndices_cpu -> zeroIndices: Probability = 0.50, Count = 1
vec_out -> [: Probability = 0.75, Count = 3
vec_out -> vec_out: Probability = 0.25, Count = 1
saxpy_serial -> saxpy_gpu: Probability = 1.00, Count = 1
1 -> 1: Probability = 0.40, Count = 63
1 -> -: Probability = 0.02, Count = 3
1 -> ;: Probability = 0.09, Count = 14
1 -> x: Probability = 0.01, Count = 2
1 -> .: Probability = 0.04, Count = 6
1 -> ]: Probability = 0.11, Count = 17
1 -> <: Probability = 0.01, Count = 1
1 -> +: Probability = 0.03, Count = 5
1 -> =: Probability = 0.02, Count = 3
1 -> j: Probability = 0.02, Count = 3
1 -> m: Probability = 0.01, Count = 1
1 -> :: Probability = 0.01, Count = 1
1 -> n: Probability = 0.01, Count = 1
1 -> ): Probability = 0.05, Count = 8
1 -> >: Probability = 0.01, Count = 2
1 -> (: Probability = 0.03, Count = 5
1 -> }: Probability = 0.01, Count = 1
1 -> 0: Probability = 0.03, Count = 4
1 -> cols: Probability = 0.01, Count = 2
1 -> i: Probability = 0.01, Count = 1
1 -> minw: Probability = 0.01, Count = 1
1 -> *: Probability = 0.02, Count = 3
1 -> boxes_out: Probability = 0.01, Count = 1
1 -> {: Probability = 0.01, Count = 1
1 -> yq: Probability = 0.01, Count = 1
1 -> &: Probability = 0.02, Count = 3
1 -> 4: Probability = 0.01, Count = 1
1 -> int: Probability = 0.01, Count = 1
1 -> row: Probability = 0.01, Count = 2
1 -> filters_diff: Probability = 0.01, Count = 1
canData -> canData: Probability = 1.00, Count = 2
getCanBusData -> getCanBusData: Probability = 1.00, Count = 1
sum_array_cpu -> sum_array_1Dgrid_1Dblock: Probability = 1.00, Count = 1
m -> m: Probability = 0.68, Count = 19
m -> ;: Probability = 0.11, Count = 3
m -> i: Probability = 0.04, Count = 1
m -> +: Probability = 0.07, Count = 2
m -> <: Probability = 0.04, Count = 1
m -> =: Probability = 0.04, Count = 1
m -> ,: Probability = 0.04, Count = 1
matColMeanDiv_cpu -> __global__: Probability = 0.50, Count = 1
matColMeanDiv_cpu -> matColMeanDiv: Probability = 0.50, Count = 1
buf -> buf: Probability = 0.50, Count = 2
buf -> [: Probability = 0.50, Count = 2
/ -> m: Probability = 0.02, Count = 1
/ -> /: Probability = 0.42, Count = 25
/ -> scalar: Probability = 0.02, Count = 1
/ -> 10: Probability = 0.02, Count = 1
/ -> (: Probability = 0.08, Count = 5
/ -> n: Probability = 0.05, Count = 3
/ -> counts: Probability = 0.02, Count = 1
/ -> =: Probability = 0.03, Count = 2
/ -> count: Probability = 0.03, Count = 2
/ -> pcountinner: Probability = 0.02, Count = 1
/ -> d_in: Probability = 0.02, Count = 1
/ -> f: Probability = 0.02, Count = 1
/ -> ): Probability = 0.03, Count = 2
/ -> d_indptr: Probability = 0.02, Count = 1
/ -> ptr_src_0: Probability = 0.02, Count = 1
/ -> ]: Probability = 0.02, Count = 1
/ -> int: Probability = 0.05, Count = 3
/ -> *: Probability = 0.05, Count = 3
/ -> width: Probability = 0.02, Count = 1
/ -> <: Probability = 0.03, Count = 2
/ -> -: Probability = 0.02, Count = 1
/ -> ;: Probability = 0.02, Count = 1
tmp -> [: Probability = 0.10, Count = 1
tmp -> tmp: Probability = 0.50, Count = 5
tmp -> .: Probability = 0.10, Count = 1
tmp -> +: Probability = 0.10, Count = 1
tmp -> 0: Probability = 0.10, Count = 1
tmp -> ret: Probability = 0.10, Count = 1
dmul_Scalar_matrix -> dmul_Scalar_matrix: Probability = 1.00, Count = 1
B -> B: Probability = 0.41, Count = 7
B -> [: Probability = 0.18, Count = 3
B -> +: Probability = 0.06, Count = 1
B -> k: Probability = 0.18, Count = 3
B -> ): Probability = 0.12, Count = 2
B -> =: Probability = 0.06, Count = 1
A -> A: Probability = 0.42, Count = 8
A -> [: Probability = 0.16, Count = 3
A -> =: Probability = 0.05, Count = 1
A -> val: Probability = 0.05, Count = 1
A -> i: Probability = 0.05, Count = 1
A -> *: Probability = 0.11, Count = 2
A -> colsB: Probability = 0.05, Count = 1
A -> ): Probability = 0.05, Count = 1
A -> k: Probability = 0.05, Count = 1
countRangesGlobal -> countRangesGlobal: Probability = 1.00, Count = 1
dsubtract_matrix -> dsubtract_matrix: Probability = 1.00, Count = 1
add_arrays -> add_arrays: Probability = 1.00, Count = 1
z -> [: Probability = 0.11, Count = 2
z -> z: Probability = 0.11, Count = 2
z -> idx: Probability = 0.06, Count = 1
z -> |: Probability = 0.22, Count = 4
z -> -: Probability = 0.11, Count = 2
z -> =: Probability = 0.06, Count = 1
z -> *: Probability = 0.33, Count = 6
sum_arrays_cpu -> sum_arrays_gpu: Probability = 1.00, Count = 1
iKernel_cpu -> __global__: Probability = 0.50, Count = 1
iKernel_cpu -> iKernel: Probability = 0.50, Count = 1
C -> C: Probability = 0.35, Count = 6
C -> [: Probability = 0.18, Count = 3
C -> {: Probability = 0.12, Count = 2
C -> j: Probability = 0.06, Count = 1
C -> i: Probability = 0.06, Count = 1
C -> *: Probability = 0.06, Count = 1
C -> Cd: Probability = 0.06, Count = 1
C -> ): Probability = 0.06, Count = 1
C -> +: Probability = 0.06, Count = 1
destination -> [: Probability = 0.50, Count = 1
destination -> result: Probability = 0.50, Count = 1
unsigned -> unsigned: Probability = 0.60, Count = 60
unsigned -> int: Probability = 0.03, Count = 3
unsigned -> char: Probability = 0.15, Count = 15
unsigned -> =: Probability = 0.05, Count = 5
unsigned -> column: Probability = 0.01, Count = 1
unsigned -> long: Probability = 0.05, Count = 5
unsigned -> return: Probability = 0.02, Count = 2
unsigned -> cols: Probability = 0.02, Count = 2
unsigned -> 255: Probability = 0.01, Count = 1
unsigned -> 0: Probability = 0.01, Count = 1
unsigned -> j: Probability = 0.02, Count = 2
unsigned -> i: Probability = 0.02, Count = 2
unsigned -> output: Probability = 0.01, Count = 1
multiplyIntValues -> intMultiply: Probability = 1.00, Count = 1
vector -> [: Probability = 0.40, Count = 2
vector -> vector: Probability = 0.60, Count = 3
length -> length: Probability = 1.00, Count = 6
doubleArrayScalarDivide_cpu -> __global__: Probability = 0.50, Count = 1
doubleArrayScalarDivide_cpu -> doubleArrayScalarDivideKernel: Probability = 0.50, Count = 1
d_in -> d_in: Probability = 0.20, Count = 3
d_in -> [: Probability = 0.33, Count = 5
d_in -> =: Probability = 0.13, Count = 2
d_in -> (: Probability = 0.13, Count = 2
d_in -> ): Probability = 0.07, Count = 1
d_in -> *: Probability = 0.13, Count = 2
scalar -> ;: Probability = 0.50, Count = 1
scalar -> scalar: Probability = 0.50, Count = 1
d_out -> d_out: Probability = 0.40, Count = 4
d_out -> [: Probability = 0.50, Count = 5
d_out -> (: Probability = 0.10, Count = 1
WIDTH -> threadIdx: Probability = 1.00, Count = 2
10 -> ;: Probability = 0.67, Count = 2
10 -> *: Probability = 0.33, Count = 1
: -> val: Probability = 0.05, Count = 1
: -> :: Probability = 0.14, Count = 3
: -> -: Probability = 0.09, Count = 2
: -> [: Probability = 0.05, Count = 1
: -> d_in: Probability = 0.05, Count = 1
: -> =: Probability = 0.23, Count = 5
: -> /: Probability = 0.09, Count = 2
: -> id: Probability = 0.09, Count = 2
: -> rt2: Probability = 0.05, Count = 1
: -> ): Probability = 0.05, Count = 1
: -> bt2: Probability = 0.05, Count = 1
: -> rt: Probability = 0.05, Count = 1
: -> bt: Probability = 0.05, Count = 1
> -> 0: Probability = 0.14, Count = 7
> -> N: Probability = 0.02, Count = 1
> -> >: Probability = 0.46, Count = 23
> -> 1: Probability = 0.04, Count = 2
> -> [: Probability = 0.04, Count = 2
> -> 320: Probability = 0.02, Count = 1
> -> pupacion: Probability = 0.02, Count = 1
> -> +: Probability = 0.12, Count = 6
> -> =: Probability = 0.04, Count = 2
> -> (: Probability = 0.02, Count = 1
> -> maximum: Probability = 0.02, Count = 1
> -> 10: Probability = 0.02, Count = 1
> -> 255: Probability = 0.04, Count = 2
activate_array_leaky_cpu -> activate_array_leaky_kernel: Probability = 1.00, Count = 1
? -> val: Probability = 0.05, Count = 1
? -> ?: Probability = 0.15, Count = 3
? -> 1: Probability = 0.05, Count = 1
? -> =: Probability = 0.10, Count = 2
? -> :: Probability = 0.10, Count = 2
? -> k: Probability = 0.15, Count = 3
? -> id: Probability = 0.10, Count = 2
? -> 0: Probability = 0.10, Count = 2
? -> -: Probability = 0.05, Count = 1
? -> 255: Probability = 0.15, Count = 3
logistic_cpu -> __global__: Probability = 0.50, Count = 1
logistic_cpu -> logistic: Probability = 0.50, Count = 1
myId -> ]: Probability = 0.50, Count = 3
myId -> myId: Probability = 0.50, Count = 3
inputleft -> inputleft: Probability = 1.00, Count = 2
inputright -> inputright: Probability = 1.00, Count = 2
output -> output: Probability = 0.70, Count = 16
output -> [: Probability = 0.17, Count = 4
output -> ]: Probability = 0.04, Count = 1
output -> ;: Probability = 0.04, Count = 1
output -> bit7: Probability = 0.04, Count = 1
count -> =: Probability = 0.25, Count = 2
count -> count: Probability = 0.25, Count = 2
count -> ;: Probability = 0.25, Count = 2
count -> -: Probability = 0.12, Count = 1
count -> >: Probability = 0.12, Count = 1
add_kernel -> add_kernel: Probability = 1.00, Count = 1
INCY -> INCY: Probability = 0.43, Count = 3
INCY -> ]: Probability = 0.43, Count = 3
INCY -> OFFY: Probability = 0.14, Count = 1
mul_cpu -> mul_kernel: Probability = 1.00, Count = 1
Y -> Y: Probability = 0.29, Count = 4
Y -> [: Probability = 0.29, Count = 4
Y -> b: Probability = 0.07, Count = 1
Y -> +: Probability = 0.07, Count = 1
Y -> y: Probability = 0.07, Count = 1
Y -> {: Probability = 0.07, Count = 1
Y -> ]: Probability = 0.07, Count = 1
Y -> m: Probability = 0.07, Count = 1
devSpeed -> [: Probability = 0.50, Count = 1
devSpeed -> devSpeed: Probability = 0.50, Count = 1
devSteer -> devSteer: Probability = 0.50, Count = 1
devSteer -> [: Probability = 0.50, Count = 1
pathPlan -> pathPlan: Probability = 1.00, Count = 1
Z -> [: Probability = 0.50, Count = 1
Z -> c: Probability = 0.50, Count = 1
mult_add_into_cpu -> mult_add_into_kernel: Probability = 1.00, Count = 1
reduction -> reduction: Probability = 1.00, Count = 2
reductionSize -> =: Probability = 0.50, Count = 1
reductionSize -> reductionSize: Probability = 0.50, Count = 1
voxelCount -> voxelCount: Probability = 1.00, Count = 2
flags -> flags: Probability = 1.00, Count = 2
InitReduction -> InitReduction: Probability = 1.00, Count = 1
gradient -> dev_gradient: Probability = 0.50, Count = 1
gradient -> blockDim: Probability = 0.50, Count = 1
parameter -> dev_parameter: Probability = 0.50, Count = 1
parameter -> [: Probability = 0.50, Count = 1
lr -> lr: Probability = 0.50, Count = 1
lr -> *: Probability = 0.50, Count = 1
Function_update_sgd_cpu -> Kernel_Function_update_sgd: Probability = 1.00, Count = 1
u_m -> u_m: Probability = 1.00, Count = 2
lu -> lu: Probability = 1.00, Count = 2
operacionCPU -> operacionKernelGPU: Probability = 1.00, Count = 1
u_d -> u_m: Probability = 0.33, Count = 1
u_d -> u_d: Probability = 0.67, Count = 2
while -> if: Probability = 0.50, Count = 1
while -> (: Probability = 0.50, Count = 1
3 -> ): Probability = 0.07, Count = 3
3 -> .: Probability = 0.02, Count = 1
3 -> *: Probability = 0.09, Count = 4
3 -> ]: Probability = 0.07, Count = 3
3 -> +: Probability = 0.14, Count = 6
3 -> currentFrame: Probability = 0.02, Count = 1
3 -> 2: Probability = 0.05, Count = 2
3 -> 3: Probability = 0.32, Count = 14
3 -> ;: Probability = 0.02, Count = 1
3 -> if: Probability = 0.02, Count = 1
3 -> 1: Probability = 0.05, Count = 2
3 -> =: Probability = 0.05, Count = 2
3 -> 0: Probability = 0.02, Count = 1
3 -> [: Probability = 0.05, Count = 2
3 -> (: Probability = 0.02, Count = 1
2 -> .: Probability = 0.06, Count = 3
2 -> ): Probability = 0.08, Count = 4
2 -> 2: Probability = 0.42, Count = 20
2 -> x: Probability = 0.02, Count = 1
2 -> ;: Probability = 0.02, Count = 1
2 -> ]: Probability = 0.17, Count = 8
2 -> ,: Probability = 0.02, Count = 1
2 -> *: Probability = 0.02, Count = 1
2 -> 1: Probability = 0.08, Count = 4
2 -> zq: Probability = 0.04, Count = 2
2 -> =: Probability = 0.06, Count = 3
. -> 3: Probability = 0.01, Count = 1
. -> 85: Probability = 0.01, Count = 1
. -> 0f: Probability = 0.04, Count = 3
