) -> ): Probability = 0.36, Count = 512
ans -> .: Probability = 0.03, Count = 4
ans -> {: Probability = 0.03, Count = 4
ans -> con: Probability = 0.01, Count = 1
ans -> <: Probability = 0.02, Count = 2
ans -> Math: Probability = 0.02, Count = 2
ans -> ): Probability = 0.05, Count = 6
ans -> *: Probability = 0.02, Count = 2
ans -> (: Probability = 0.08, Count = 10
ans -> out: Probability = 0.03, Count = 3
ans -> i: Probability = 0.04, Count = 5
ans -> x: Probability = 0.01, Count = 1
ans -> for: Probability = 0.02, Count = 2
ans -> pow: Probability = 0.01, Count = 1
ans -> if: Probability = 0.01, Count = 1
ans -> maxCount: Probability = 0.01, Count = 1
ans -> tmp: Probability = 0.01, Count = 1
ans -> 1000000007: Probability = 0.01, Count = 1
ans -> IOException: Probability = 0.01, Count = 1
ans -> boolean: Probability = 0.01, Count = 1
ans -> else: Probability = 0.01, Count = 1
ans -> d: Probability = 0.01, Count = 1
ans -> ,: Probability = 0.01, Count = 1
ans -> [: Probability = 0.03, Count = 3
ans -> time: Probability = 0.01, Count = 1
ans -> t: Probability = 0.01, Count = 1
ans -> list: Probability = 0.02, Count = 2
ans -> n: Probability = 0.01, Count = 1
ans -> ou: Probability = 0.01, Count = 1
ans -> an: Probability = 0.01, Count = 1
ans -> s: Probability = 0.01, Count = 1
ans -> res: Probability = 0.01, Count = 1
ans -> tok: Probability = 0.01, Count = 1
ans -> 0: Probability = 0.01, Count = 1
check -> {: Probability = 0.50, Count = 1
check -> return: Probability = 0.50, Count = 1
def -> import: Probability = 0.40, Count = 20
def -> throws: Probability = 0.02, Count = 1
def -> public: Probability = 0.08, Count = 4
def -> main: Probability = 0.06, Count = 3
def -> ): Probability = 0.02, Count = 1
def -> n: Probability = 0.02, Count = 1
def -> INF: Probability = 0.02, Count = 1
def -> ;: Probability = 0.04, Count = 2
def -> (: Probability = 0.04, Count = 2
def -> a: Probability = 0.04, Count = 2
def -> {: Probability = 0.04, Count = 2
def -> nextInt: Probability = 0.02, Count = 1
def -> .: Probability = 0.02, Count = 1
def -> =: Probability = 0.04, Count = 2
def -> +: Probability = 0.02, Count = 1
def -> }: Probability = 0.02, Count = 1
def -> new: Probability = 0.02, Count = 1
def -> y: Probability = 0.02, Count = 1
def -> size: Probability = 0.02, Count = 1
def -> find: Probability = 0.02, Count = 1
def -> i: Probability = 0.02, Count = 1
10 -> *: Probability = 0.30, Count = 3
10 -> ;: Probability = 0.10, Count = 1
10 -> 1000000007: Probability = 0.20, Count = 2
10 -> 10: Probability = 0.10, Count = 1
10 -> 9: Probability = 0.10, Count = 1
10 -> .: Probability = 0.10, Count = 1
10 -> nextInt: Probability = 0.10, Count = 1
100 -> ]: Probability = 0.14, Count = 1
100 -> 1: Probability = 0.14, Count = 1
100 -> }: Probability = 0.14, Count = 1
100 -> ): Probability = 0.29, Count = 2
100 -> -: Probability = 0.14, Count = 1
100 -> *: Probability = 0.14, Count = 1
6 -> nums: Probability = 0.20, Count = 1
6 -> (: Probability = 0.20, Count = 1
6 -> System: Probability = 0.40, Count = 2
6 -> {: Probability = 0.20, Count = 1
7 -> [: Probability = 0.11, Count = 3
7 -> &: Probability = 0.11, Count = 3
7 -> =: Probability = 0.04, Count = 1
7 -> import: Probability = 0.04, Count = 1
7 -> ): Probability = 0.11, Count = 3
7 -> sc: Probability = 0.04, Count = 1
7 -> for: Probability = 0.04, Count = 1
7 -> a: Probability = 0.07, Count = 2
7 -> +: Probability = 0.04, Count = 1
7 -> out: Probability = 0.07, Count = 2
7 -> ;: Probability = 0.11, Count = 3
7 -> Mod: Probability = 0.04, Count = 1
7 -> if: Probability = 0.04, Count = 1
7 -> 0: Probability = 0.04, Count = 1
7 -> System: Probability = 0.04, Count = 1
7 -> x: Probability = 0.04, Count = 1
7 -> while: Probability = 0.04, Count = 1
and -> (: Probability = 0.12, Count = 3
and -> [: Probability = 0.08, Count = 2
and -> 2: Probability = 0.04, Count = 1
and -> A: Probability = 0.04, Count = 1
and -> contains: Probability = 0.04, Count = 1
and -> h: Probability = 0.04, Count = 1
and -> {: Probability = 0.04, Count = 1
and -> =: Probability = 0.04, Count = 1
and -> 5: Probability = 0.04, Count = 1
and -> else: Probability = 0.04, Count = 1
and -> cnt7: Probability = 0.04, Count = 1
and -> nextInt: Probability = 0.04, Count = 1
and -> input: Probability = 0.04, Count = 1
and -> ;: Probability = 0.04, Count = 1
and -> /: Probability = 0.04, Count = 1
and -> vOdd: Probability = 0.04, Count = 1
and -> ]: Probability = 0.04, Count = 1
and -> i: Probability = 0.04, Count = 1
and -> M: Probability = 0.04, Count = 1
and -> 0: Probability = 0.04, Count = 1
and -> age: Probability = 0.04, Count = 1
n -> nums: Probability = 0.01, Count = 2
n -> {: Probability = 0.02, Count = 4
n -> N: Probability = 0.15, Count = 33
n -> n: Probability = 0.27, Count = 61
n -> ;: Probability = 0.03, Count = 7
n -> ": Probability = 0.00, Count = 1
n -> 9: Probability = 0.00, Count = 1
n -> s: Probability = 0.01, Count = 2
n -> ): Probability = 0.06, Count = 14
n -> ]: Probability = 0.02, Count = 4
n -> =: Probability = 0.06, Count = 14
n -> i: Probability = 0.02, Count = 5
n -> +: Probability = 0.02, Count = 4
n -> for: Probability = 0.00, Count = 1
n -> [: Probability = 0.02, Count = 4
n -> -: Probability = 0.01, Count = 2
n -> int: Probability = 0.02, Count = 5
n -> sb: Probability = 0.00, Count = 1
n -> h: Probability = 0.01, Count = 2
n -> *: Probability = 0.01, Count = 2
n -> continue: Probability = 0.00, Count = 1
n -> (: Probability = 0.05, Count = 11
n -> 4: Probability = 0.01, Count = 3
n -> <: Probability = 0.04, Count = 10
n -> a: Probability = 0.00, Count = 1
n -> sc: Probability = 0.00, Count = 1
n -> ret: Probability = 0.00, Count = 1
n -> Double: Probability = 0.00, Count = 1
n -> Math: Probability = 0.01, Count = 2
n -> sum_N: Probability = 0.00, Count = 1
n -> sum_M: Probability = 0.00, Count = 1
n -> }: Probability = 0.01, Count = 3
n -> b: Probability = 0.00, Count = 1
n -> .: Probability = 0.01, Count = 2
n -> sum: Probability = 0.00, Count = 1
n -> k: Probability = 0.01, Count = 2
n -> vOdd: Probability = 0.00, Count = 1
n -> !: Probability = 0.01, Count = 2
n -> import: Probability = 0.00, Count = 1
n -> /: Probability = 0.00, Count = 1
n -> Integer: Probability = 0.00, Count = 1
n -> stdIn: Probability = 0.00, Count = 1
n -> list: Probability = 0.00, Count = 1
n -> j: Probability = 0.00, Count = 1
n -> parseInt: Probability = 0.00, Count = 1
n -> if: Probability = 0.00, Count = 1
n -> util: Probability = 0.00, Count = 1
n -> 3: Probability = 0.00, Count = 1
n -> d: Probability = 0.00, Count = 1
9 -> 9: Probability = 0.08, Count = 1
9 -> .: Probability = 0.08, Count = 1
9 -> num: Probability = 0.08, Count = 1
9 -> ": Probability = 0.08, Count = 1
9 -> +: Probability = 0.15, Count = 2
9 -> return: Probability = 0.08, Count = 1
9 -> {: Probability = 0.08, Count = 1
9 -> i: Probability = 0.08, Count = 1
9 -> a: Probability = 0.08, Count = 1
9 -> pai: Probability = 0.08, Count = 1
9 -> (: Probability = 0.08, Count = 1
9 -> }: Probability = 0.08, Count = 1
import -> import: Probability = 0.92, Count = 58
import -> sc: Probability = 0.02, Count = 1
import -> Main: Probability = 0.02, Count = 1
import -> pow: Probability = 0.02, Count = 1
import -> sum_N: Probability = 0.02, Count = 1
import -> java: Probability = 0.02, Count = 1
u -> br: Probability = 1.00, Count = 1
permutations -> boolean: Probability = 1.00, Count = 1
itertools -> BufferedReader: Probability = 0.20, Count = 1
itertools -> words: Probability = 0.20, Count = 1
itertools -> java: Probability = 0.20, Count = 1
itertools -> util: Probability = 0.40, Count = 2
a -> =: Probability = 0.04, Count = 6
a -> ): Probability = 0.04, Count = 5
a -> (: Probability = 0.04, Count = 6
a -> sum: Probability = 0.01, Count = 1
a -> +: Probability = 0.04, Count = 5
a -> -: Probability = 0.03, Count = 4
a -> A: Probability = 0.07, Count = 10
a -> {: Probability = 0.04, Count = 5
a -> a: Probability = 0.12, Count = 16
a -> n: Probability = 0.01, Count = 2
a -> out: Probability = 0.01, Count = 2
a -> [: Probability = 0.05, Count = 7
a -> ;: Probability = 0.01, Count = 2
a -> i: Probability = 0.04, Count = 6
a -> high: Probability = 0.01, Count = 1
a -> <: Probability = 0.01, Count = 2
a -> &: Probability = 0.01, Count = 2
a -> >: Probability = 0.01, Count = 2
a -> scanner: Probability = 0.01, Count = 1
a -> ': Probability = 0.01, Count = 1
a -> N: Probability = 0.01, Count = 1
a -> S: Probability = 0.01, Count = 2
a -> diff: Probability = 0.01, Count = 1
a -> ]: Probability = 0.02, Count = 3
a -> long: Probability = 0.01, Count = 1
a -> mod: Probability = 0.01, Count = 1
a -> .: Probability = 0.05, Count = 7
a -> 1: Probability = 0.01, Count = 1
a -> ans: Probability = 0.01, Count = 1
a -> if: Probability = 0.04, Count = 5
a -> }: Probability = 0.01, Count = 1
a -> M: Probability = 0.01, Count = 1
a -> Math: Probability = 0.01, Count = 1
a -> aPosition: Probability = 0.01, Count = 2
a -> A_1: Probability = 0.01, Count = 2
a -> append: Probability = 0.01, Count = 1
a -> l: Probability = 0.01, Count = 1
a -> get: Probability = 0.01, Count = 1
a -> break: Probability = 0.01, Count = 1
a -> aArr: Probability = 0.01, Count = 1
a -> int: Probability = 0.01, Count = 1
a -> x: Probability = 0.01, Count = 1
a -> b: Probability = 0.01, Count = 1
a -> value: Probability = 0.01, Count = 1
a -> final: Probability = 0.01, Count = 1
a -> double: Probability = 0.01, Count = 1
a -> calcBMI: Probability = 0.01, Count = 1
a -> br: Probability = 0.01, Count = 2
a -> t: Probability = 0.01, Count = 1
a -> 3: Probability = 0.01, Count = 1
a -> substring: Probability = 0.01, Count = 1
a -> j: Probability = 0.01, Count = 1
a -> age: Probability = 0.01, Count = 1
a -> unite: Probability = 0.01, Count = 1
a -> return: Probability = 0.01, Count = 1
setrecursionlimit -> InputStreamReader: Probability = 0.04, Count = 1
setrecursionlimit -> IOException: Probability = 0.04, Count = 1
setrecursionlimit -> nextInt: Probability = 0.19, Count = 5
setrecursionlimit -> BufferedReader: Probability = 0.04, Count = 1
setrecursionlimit -> StringTokenizer: Probability = 0.04, Count = 1
setrecursionlimit -> Scanner: Probability = 0.27, Count = 7
setrecursionlimit -> parseInt: Probability = 0.04, Count = 1
setrecursionlimit -> util: Probability = 0.08, Count = 2
setrecursionlimit -> null: Probability = 0.04, Count = 1
setrecursionlimit -> BufferedOutputStream: Probability = 0.04, Count = 1
setrecursionlimit -> PrintWriter: Probability = 0.08, Count = 2
setrecursionlimit -> BigInteger: Probability = 0.04, Count = 1
setrecursionlimit -> .: Probability = 0.04, Count = 1
setrecursionlimit -> k: Probability = 0.04, Count = 1
p -> min: Probability = 0.04, Count = 1
p -> i: Probability = 0.17, Count = 4
p -> out: Probability = 0.04, Count = 1
p -> {: Probability = 0.08, Count = 2
p -> ]: Probability = 0.04, Count = 1
p -> p: Probability = 0.12, Count = 3
p -> (: Probability = 0.17, Count = 4
p -> =: Probability = 0.04, Count = 1
p -> .: Probability = 0.08, Count = 2
p -> return: Probability = 0.04, Count = 1
p -> *: Probability = 0.04, Count = 1
p -> [: Probability = 0.08, Count = 2
p -> <: Probability = 0.04, Count = 1
readline -> tokenizer: Probability = 0.04, Count = 1
readline -> ): Probability = 0.11, Count = 3
readline -> public: Probability = 0.04, Count = 1
readline -> ;: Probability = 0.04, Count = 1
readline -> nextInt: Probability = 0.14, Count = 4
readline -> nextLong: Probability = 0.04, Count = 1
readline -> (: Probability = 0.14, Count = 4
readline -> sc: Probability = 0.04, Count = 1
readline -> .: Probability = 0.14, Count = 4
readline -> println: Probability = 0.04, Count = 1
readline -> ]: Probability = 0.04, Count = 1
readline -> ou: Probability = 0.07, Count = 2
readline -> PrintWriter: Probability = 0.04, Count = 1
readline -> readLine: Probability = 0.04, Count = 1
readline -> util: Probability = 0.07, Count = 2
sys -> java: Probability = 0.33, Count = 24
sys -> Scanner: Probability = 0.12, Count = 9
sys -> scanner: Probability = 0.10, Count = 7
sys -> util: Probability = 0.08, Count = 6
sys -> .: Probability = 0.10, Count = 7
sys -> PrintWriter: Probability = 0.03, Count = 2
sys -> hs: Probability = 0.01, Count = 1
sys -> +: Probability = 0.01, Count = 1
sys -> sc: Probability = 0.06, Count = 4
sys -> Arrays: Probability = 0.01, Count = 1
sys -> new: Probability = 0.01, Count = 1
sys -> ): Probability = 0.03, Count = 2
sys -> ;: Probability = 0.01, Count = 1
sys -> min: Probability = 0.01, Count = 1
sys -> println: Probability = 0.01, Count = 1
sys -> =: Probability = 0.01, Count = 1
sys -> throws: Probability = 0.01, Count = 1
sys -> Integer: Probability = 0.01, Count = 1
sys -> scan: Probability = 0.01, Count = 1
< -> <: Probability = 0.12, Count = 16
< -> [: Probability = 0.04, Count = 5
< -> i: Probability = 0.08, Count = 11
< -> int: Probability = 0.03, Count = 4
< -> min: Probability = 0.03, Count = 4
< -> >: Probability = 0.01, Count = 2
< -> =: Probability = 0.07, Count = 10
< -> ;: Probability = 0.11, Count = 15
< -> x: Probability = 0.01, Count = 2
< -> (: Probability = 0.07, Count = 9
< -> 0: Probability = 0.04, Count = 6
< -> ): Probability = 0.09, Count = 12
< -> t: Probability = 0.01, Count = 2
< -> j: Probability = 0.01, Count = 1
< -> {: Probability = 0.03, Count = 4
< -> &: Probability = 0.01, Count = 1
< -> if: Probability = 0.01, Count = 2
< -> C: Probability = 0.01, Count = 1
< -> sc: Probability = 0.01, Count = 1
< -> high: Probability = 0.01, Count = 1
< -> k: Probability = 0.01, Count = 1
< -> 3500: Probability = 0.01, Count = 1
< -> count: Probability = 0.01, Count = 1
< -> list: Probability = 0.01, Count = 2
< -> a: Probability = 0.01, Count = 2
< -> ]: Probability = 0.01, Count = 1
< -> ArrayList: Probability = 0.01, Count = 1
< -> ,: Probability = 0.01, Count = 1
< -> -: Probability = 0.01, Count = 2
< -> for: Probability = 0.01, Count = 1
< -> +: Probability = 0.01, Count = 2
< -> N: Probability = 0.01, Count = 1
< -> M: Probability = 0.01, Count = 1
< -> sum: Probability = 0.01, Count = 1
< -> ans: Probability = 0.01, Count = 1
< -> }: Probability = 0.01, Count = 1
< -> System: Probability = 0.01, Count = 1
< -> java: Probability = 0.01, Count = 1
< -> 6: Probability = 0.01, Count = 1
< -> 12: Probability = 0.01, Count = 1
< -> UnionFind: Probability = 0.01, Count = 1
N -> (: Probability = 0.05, Count = 5
N -> =: Probability = 0.08, Count = 8
N -> n: Probability = 0.21, Count = 21
N -> S: Probability = 0.01, Count = 1
N -> sb: Probability = 0.01, Count = 1
N -> +: Probability = 0.01, Count = 1
N -> N: Probability = 0.18, Count = 18
N -> h: Probability = 0.03, Count = 3
N -> long: Probability = 0.01, Count = 1
N -> ;: Probability = 0.03, Count = 3
N -> j: Probability = 0.01, Count = 1
N -> /: Probability = 0.02, Count = 2
N -> ): Probability = 0.06, Count = 6
N -> {: Probability = 0.03, Count = 3
N -> i: Probability = 0.04, Count = 4
N -> *: Probability = 0.01, Count = 1
N -> ,: Probability = 0.01, Count = 1
N -> -: Probability = 0.02, Count = 2
N -> Mod: Probability = 0.01, Count = 1
N -> int: Probability = 0.02, Count = 2
N -> ]: Probability = 0.01, Count = 1
N -> 0: Probability = 0.02, Count = 2
N -> x: Probability = 0.03, Count = 3
N -> Exception: Probability = 0.01, Count = 1
N -> [: Probability = 0.04, Count = 4
N -> xx: Probability = 0.02, Count = 2
N -> <: Probability = 0.01, Count = 1
N -> return: Probability = 0.01, Count = 1
/ -> i: Probability = 0.06, Count = 6
/ -> Scanner: Probability = 0.01, Count = 1
/ -> =: Probability = 0.04, Count = 4
/ -> (: Probability = 0.03, Count = 3
/ -> -: Probability = 0.02, Count = 2
/ -> *: Probability = 0.02, Count = 2
/ -> d: Probability = 0.01, Count = 1
/ -> &: Probability = 0.01, Count = 1
/ -> ;: Probability = 0.05, Count = 5
/ -> }: Probability = 0.03, Count = 3
/ -> println: Probability = 0.01, Count = 1
/ -> long: Probability = 0.01, Count = 1
/ -> sc: Probability = 0.02, Count = 2
/ -> .: Probability = 0.03, Count = 3
/ -> ): Probability = 0.13, Count = 13
/ -> {: Probability = 0.02, Count = 2
/ -> /: Probability = 0.10, Count = 10
/ -> +: Probability = 0.02, Count = 2
/ -> kakudo_sa: Probability = 0.02, Count = 2
/ -> Math: Probability = 0.02, Count = 2
/ -> M: Probability = 0.01, Count = 1
/ -> 99999: Probability = 0.02, Count = 2
/ -> ,: Probability = 0.01, Count = 1
/ -> N: Probability = 0.07, Count = 7
/ -> 100001: Probability = 0.02, Count = 2
/ -> 0: Probability = 0.01, Count = 1
/ -> vOdd: Probability = 0.01, Count = 1
/ -> vO: Probability = 0.01, Count = 1
/ -> 30: Probability = 0.01, Count = 1
/ -> out: Probability = 0.01, Count = 1
/ -> int: Probability = 0.02, Count = 2
/ -> <: Probability = 0.01, Count = 1
/ -> 2: Probability = 0.03, Count = 3
/ -> [: Probability = 0.02, Count = 2
/ -> ]: Probability = 0.02, Count = 2
/ -> n: Probability = 0.01, Count = 1
/ -> ans: Probability = 0.01, Count = 1
/ -> bmi: Probability = 0.01, Count = 1
/ -> kg: Probability = 0.01, Count = 1
stdin -> IOException: Probability = 0.05, Count = 1
stdin -> scanner: Probability = 0.05, Count = 1
stdin -> nextLong: Probability = 0.10, Count = 2
stdin -> .: Probability = 0.24, Count = 5
stdin -> sc: Probability = 0.14, Count = 3
stdin -> util: Probability = 0.24, Count = 5
stdin -> io: Probability = 0.10, Count = 2
stdin -> java: Probability = 0.05, Count = 1
stdin -> pow: Probability = 0.05, Count = 1
while -> ;: Probability = 0.21, Count = 6
while -> min: Probability = 0.04, Count = 1
while -> (: Probability = 0.04, Count = 1
while -> .: Probability = 0.04, Count = 1
while -> %: Probability = 0.04, Count = 1
while -> if: Probability = 0.07, Count = 2
while -> Main: Probability = 0.04, Count = 1
while -> 0: Probability = 0.04, Count = 1
while -> {: Probability = 0.07, Count = 2
while -> new: Probability = 0.04, Count = 1
while -> ): Probability = 0.04, Count = 1
while -> d: Probability = 0.04, Count = 1
while -> while: Probability = 0.18, Count = 5
while -> n: Probability = 0.04, Count = 1
while -> 32768: Probability = 0.04, Count = 1
while -> }: Probability = 0.04, Count = 1
while -> import: Probability = 0.04, Count = 1
buffer -> BufferedReader: Probability = 0.44, Count = 4
buffer -> (: Probability = 0.11, Count = 1
buffer -> class: Probability = 0.11, Count = 1
buffer -> util: Probability = 0.22, Count = 2
buffer -> scanner: Probability = 0.11, Count = 1
_ -> in: Probability = 0.17, Count = 4
_ -> Integer: Probability = 0.04, Count = 1
_ -> MAX_VALUE: Probability = 0.04, Count = 1
_ -> range: Probability = 0.09, Count = 2
_ -> nextInt: Probability = 0.17, Count = 4
_ -> .: Probability = 0.13, Count = 3
_ -> System: Probability = 0.04, Count = 1
_ -> a: Probability = 0.04, Count = 1
_ -> ]: Probability = 0.04, Count = 1
_ -> (: Probability = 0.04, Count = 1
_ -> ;: Probability = 0.04, Count = 1
_ -> =: Probability = 0.04, Count = 1
_ -> i: Probability = 0.04, Count = 1
_ -> <: Probability = 0.04, Count = 1
cur -> p: Probability = 0.50, Count = 2
cur -> }: Probability = 0.25, Count = 1
cur -> sc: Probability = 0.25, Count = 1
count -> (: Probability = 0.09, Count = 2
count -> +: Probability = 0.09, Count = 2
count -> ): Probability = 0.09, Count = 2
count -> br: Probability = 0.04, Count = 1
count -> count: Probability = 0.04, Count = 1
count -> =: Probability = 0.09, Count = 2
count -> num: Probability = 0.09, Count = 2
count -> long: Probability = 0.04, Count = 1
count -> if: Probability = 0.09, Count = 2
count -> while: Probability = 0.04, Count = 1
count -> i: Probability = 0.04, Count = 1
count -> a: Probability = 0.04, Count = 1
count -> ;: Probability = 0.09, Count = 2
count -> Integer: Probability = 0.04, Count = 1
count -> .: Probability = 0.04, Count = 1
count -> ,: Probability = 0.04, Count = 1
tmp -> ]: Probability = 0.09, Count = 1
tmp -> if: Probability = 0.09, Count = 1
tmp -> /: Probability = 0.09, Count = 1
tmp -> int: Probability = 0.09, Count = 1
tmp -> x: Probability = 0.09, Count = 1
tmp -> br: Probability = 0.09, Count = 1
tmp -> +: Probability = 0.09, Count = 1
tmp -> ): Probability = 0.09, Count = 1
tmp -> Scanner: Probability = 0.09, Count = 1
tmp -> {: Probability = 0.09, Count = 1
tmp -> double: Probability = 0.09, Count = 1
pre -> N: Probability = 0.14, Count = 1
pre -> +: Probability = 0.29, Count = 2
pre -> int: Probability = 0.14, Count = 1
pre -> (: Probability = 0.14, Count = 1
pre -> if: Probability = 0.14, Count = 1
pre -> .: Probability = 0.14, Count = 1
main -> main: Probability = 0.67, Count = 8
main -> close: Probability = 0.08, Count = 1
main -> import: Probability = 0.08, Count = 1
main -> .: Probability = 0.08, Count = 1
main -> *: Probability = 0.08, Count = 1
max -> }: Probability = 0.12, Count = 2
max -> -: Probability = 0.06, Count = 1
max -> [: Probability = 0.06, Count = 1
max -> i: Probability = 0.06, Count = 1
max -> N: Probability = 0.06, Count = 1
max -> ): Probability = 0.12, Count = 2
max -> ondo: Probability = 0.06, Count = 1
max -> hade: Probability = 0.06, Count = 1
max -> k: Probability = 0.12, Count = 2
max -> int: Probability = 0.06, Count = 1
max -> ,: Probability = 0.06, Count = 1
max -> ;: Probability = 0.12, Count = 2
max -> new: Probability = 0.06, Count = 1
% -> +: Probability = 0.04, Count = 1
% -> System: Probability = 0.04, Count = 1
% -> 1: Probability = 0.04, Count = 1
% -> continue: Probability = 0.04, Count = 1
% -> ): Probability = 0.04, Count = 1
% -> n: Probability = 0.04, Count = 1
% -> 0: Probability = 0.04, Count = 1
% -> (: Probability = 0.15, Count = 4
% -> }: Probability = 0.04, Count = 1
% -> ]: Probability = 0.04, Count = 1
% -> mod: Probability = 0.07, Count = 2
% -> Arrays: Probability = 0.04, Count = 1
% -> i: Probability = 0.11, Count = 3
% -> ;: Probability = 0.04, Count = 1
% -> stdin: Probability = 0.04, Count = 1
% -> if: Probability = 0.04, Count = 1
% -> num: Probability = 0.04, Count = 1
% -> *: Probability = 0.04, Count = 1
% -> M: Probability = 0.04, Count = 1
% -> =: Probability = 0.07, Count = 2
max_before -> ): Probability = 0.50, Count = 1
max_before -> ;: Probability = 0.50, Count = 1
else -> ans: Probability = 0.02, Count = 1
else -> ;: Probability = 0.08, Count = 5
else -> +: Probability = 0.03, Count = 2
else -> ": Probability = 0.03, Count = 2
else -> .: Probability = 0.14, Count = 9
else -> 1: Probability = 0.02, Count = 1
else -> else: Probability = 0.06, Count = 4
else -> (: Probability = 0.06, Count = 4
else -> YES: Probability = 0.02, Count = 1
else -> }: Probability = 0.08, Count = 5
else -> if: Probability = 0.02, Count = 1
else -> -: Probability = 0.03, Count = 2
else -> ): Probability = 0.05, Count = 3
else -> *: Probability = 0.02, Count = 1
else -> j: Probability = 0.02, Count = 1
else -> println: Probability = 0.02, Count = 1
else -> ]: Probability = 0.05, Count = 3
else -> =: Probability = 0.11, Count = 7
else -> out: Probability = 0.03, Count = 2
else -> :: Probability = 0.02, Count = 1
else -> MAX_VALUE: Probability = 0.02, Count = 1
else -> count: Probability = 0.02, Count = 1
else -> max1_2: Probability = 0.02, Count = 1
else -> i: Probability = 0.02, Count = 1
else -> >: Probability = 0.02, Count = 1
else -> ArrayList: Probability = 0.02, Count = 1
else -> Scanner: Probability = 0.02, Count = 1
else -> 0: Probability = 0.02, Count = 1
else -> System: Probability = 0.02, Count = 1
elif -> {: Probability = 0.06, Count = 1
elif -> int: Probability = 0.12, Count = 2
elif -> .: Probability = 0.18, Count = 3
elif -> out: Probability = 0.06, Count = 1
elif -> ;: Probability = 0.12, Count = 2
elif -> StringBuilder: Probability = 0.06, Count = 1
elif -> else: Probability = 0.06, Count = 1
elif -> [: Probability = 0.06, Count = 1
elif -> n: Probability = 0.06, Count = 1
elif -> index: Probability = 0.06, Count = 1
elif -> x: Probability = 0.06, Count = 1
elif -> (: Probability = 0.06, Count = 1
elif -> }: Probability = 0.06, Count = 1
pass -> ;: Probability = 1.00, Count = 1
__name__ -> nextInt: Probability = 0.20, Count = 1
__name__ -> ): Probability = 0.20, Count = 1
__name__ -> =: Probability = 0.20, Count = 1
__name__ -> ;: Probability = 0.20, Count = 1
__name__ -> [: Probability = 0.20, Count = 1
dp -> sc: Probability = 0.12, Count = 5
dp -> ;: Probability = 0.09, Count = 4
dp -> ]: Probability = 0.07, Count = 3
dp -> a: Probability = 0.05, Count = 2
dp -> t: Probability = 0.02, Count = 1
dp -> |: Probability = 0.02, Count = 1
dp -> ): Probability = 0.09, Count = 4
dp -> +: Probability = 0.07, Count = 3
dp -> k: Probability = 0.05, Count = 2
dp -> ans: Probability = 0.02, Count = 1
dp -> [: Probability = 0.05, Count = 2
dp -> {: Probability = 0.05, Count = 2
dp -> =: Probability = 0.09, Count = 4
dp -> max: Probability = 0.02, Count = 1
dp -> clothesInfo: Probability = 0.02, Count = 1
dp -> else: Probability = 0.02, Count = 1
dp -> memo: Probability = 0.02, Count = 1
dp -> rep: Probability = 0.05, Count = 2
dp -> 1: Probability = 0.02, Count = 1
dp -> <: Probability = 0.05, Count = 2
X -> x: Probability = 0.18, Count = 3
X -> ): Probability = 0.18, Count = 3
X -> br: Probability = 0.06, Count = 1
X -> -: Probability = 0.06, Count = 1
X -> a: Probability = 0.06, Count = 1
X -> [: Probability = 0.12, Count = 2
X -> =: Probability = 0.12, Count = 2
X -> +: Probability = 0.06, Count = 1
X -> ]: Probability = 0.06, Count = 1
X -> (: Probability = 0.06, Count = 1
X -> X: Probability = 0.06, Count = 1
now -> next: Probability = 0.14, Count = 2
now -> (: Probability = 0.07, Count = 1
now -> -: Probability = 0.14, Count = 2
now -> stations: Probability = 0.14, Count = 2
now -> +: Probability = 0.14, Count = 2
now -> tokens: Probability = 0.14, Count = 2
now -> int: Probability = 0.07, Count = 1
now -> ;: Probability = 0.14, Count = 2
min_num -> int: Probability = 0.50, Count = 1
min_num -> i: Probability = 0.50, Count = 1
1001001001 -> ): Probability = 1.00, Count = 1
tuple -> Scanner: Probability = 0.50, Count = 1
tuple -> util: Probability = 0.50, Count = 1
min_p -> }: Probability = 0.17, Count = 1
min_p -> array_min: Probability = 0.17, Count = 1
min_p -> if: Probability = 0.17, Count = 1
min_p -> (: Probability = 0.17, Count = 1
min_p -> {: Probability = 0.17, Count = 1
min_p -> num: Probability = 0.17, Count = 1
mi -> a: Probability = 0.50, Count = 1
mi -> count: Probability = 0.50, Count = 1
200002 -> MAX_VALUE: Probability = 1.00, Count = 1
m -> min: Probability = 0.03, Count = 2
m -> ): Probability = 0.04, Count = 3
m -> [: Probability = 0.03, Count = 2
m -> {: Probability = 0.03, Count = 2
m -> m: Probability = 0.13, Count = 10
m -> y: Probability = 0.01, Count = 1
m -> <: Probability = 0.05, Count = 4
m -> i: Probability = 0.03, Count = 2
m -> +: Probability = 0.01, Count = 1
m -> ;: Probability = 0.05, Count = 4
m -> 1: Probability = 0.01, Count = 1
m -> 0: Probability = 0.01, Count = 1
m -> abs: Probability = 0.01, Count = 1
m -> =: Probability = 0.05, Count = 4
m -> M: Probability = 0.08, Count = 6
m -> Math: Probability = 0.01, Count = 1
m -> minute: Probability = 0.01, Count = 1
m -> ]: Probability = 0.03, Count = 2
m -> Scanner: Probability = 0.01, Count = 1
m -> sc: Probability = 0.01, Count = 1
m -> (: Probability = 0.08, Count = 6
m -> int: Probability = 0.06, Count = 5
m -> if: Probability = 0.03, Count = 2
m -> String: Probability = 0.01, Count = 1
m -> nextInt: Probability = 0.01, Count = 1
m -> a: Probability = 0.01, Count = 1
m -> fill: Probability = 0.01, Count = 1
